Iteration,Basic-Block,gen[B],kill[B],in[B],out[B]
6,B127,['D151'],['D155'],"['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D152', 'D159', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D152', 'D159', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B128,['D159'],"['D1', 'D102', 'D103', 'D106', 'D107', 'D116', 'D117', 'D125', 'D126', 'D13', 'D130', 'D131', 'D137', 'D14', 'D140', 'D145', 'D146', 'D152', 'D153', 'D158', 'D19', 'D20', 'D27', 'D28', 'D34', 'D35', 'D40', 'D41', 'D49', 'D50', 'D57', 'D58', 'D67', 'D68', 'D77', 'D78', 'D8', 'D87', 'D88', 'D9', 'D95', 'D96']","['D100', 'D101', 'D105', 'D114', 'D115', 'D12', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D152', 'D159', 'D18', 'D25', 'D3', 'D31', 'D33', 'D38', 'D39', 'D4', 'D5', 'D55', 'D56', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D84', 'D86', 'D92', 'D93', 'D94']","['D100', 'D101', 'D105', 'D114', 'D115', 'D12', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D159', 'D18', 'D25', 'D3', 'D31', 'D33', 'D38', 'D39', 'D4', 'D5', 'D55', 'D56', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D84', 'D86', 'D92', 'D93', 'D94']"
6,B129,['D147'],"['D108', 'D109', 'D127', 'D128', 'D132', 'D133', 'D148', 'D2', 'D45', 'D46', 'D51', 'D52', 'D69', 'D70']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D152', 'D159', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B130,[],[],"['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D149', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D149', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B131,[],[],"['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D149', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D149', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B132,['D148'],"['D108', 'D109', 'D127', 'D128', 'D132', 'D133', 'D147', 'D2', 'D45', 'D46', 'D51', 'D52', 'D69', 'D70']","['D100', 'D101', 'D105', 'D114', 'D115', 'D12', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D147', 'D148', 'D149', 'D150', 'D152', 'D159', 'D18', 'D25', 'D3', 'D31', 'D33', 'D38', 'D39', 'D4', 'D5', 'D55', 'D56', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D84', 'D86', 'D92', 'D93', 'D94']","['D100', 'D101', 'D105', 'D114', 'D115', 'D12', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D148', 'D149', 'D150', 'D152', 'D159', 'D18', 'D25', 'D3', 'D31', 'D33', 'D38', 'D39', 'D4', 'D5', 'D55', 'D56', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D84', 'D86', 'D92', 'D93', 'D94']"
6,B133,[],[],"['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D149', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D149', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B134,['D149'],"['D144', 'D150']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D149', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D147', 'D148', 'D149', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B135,[],[],"['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D147', 'D148', 'D149', 'D15', 'D150', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D147', 'D148', 'D149', 'D15', 'D150', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B136,['D150'],"['D144', 'D149']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D148', 'D149', 'D15', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D147', 'D148', 'D15', 'D150', 'D152', 'D159', 'D16', 'D18', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B137,['D152'],"['D1', 'D102', 'D103', 'D106', 'D107', 'D116', 'D117', 'D125', 'D126', 'D13', 'D130', 'D131', 'D137', 'D14', 'D140', 'D145', 'D146', 'D153', 'D158', 'D159', 'D19', 'D20', 'D27', 'D28', 'D34', 'D35', 'D40', 'D41', 'D49', 'D50', 'D57', 'D58', 'D67', 'D68', 'D77', 'D78', 'D8', 'D87', 'D88', 'D9', 'D95', 'D96']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D152', 'D159', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D152', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B138,[],[],"['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D152', 'D154', 'D155', 'D159', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D152', 'D154', 'D155', 'D159', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B139,"['D156', 'D157']","['D161', 'D21']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D152', 'D154', 'D155', 'D159', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D152', 'D154', 'D155', 'D156', 'D157', 'D159', 'D16', 'D18', 'D2', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B140,['D159'],"['D1', 'D102', 'D103', 'D106', 'D107', 'D116', 'D117', 'D125', 'D126', 'D13', 'D130', 'D131', 'D137', 'D14', 'D140', 'D145', 'D146', 'D152', 'D153', 'D158', 'D19', 'D20', 'D27', 'D28', 'D34', 'D35', 'D40', 'D41', 'D49', 'D50', 'D57', 'D58', 'D67', 'D68', 'D77', 'D78', 'D8', 'D87', 'D88', 'D9', 'D95', 'D96']","['D100', 'D101', 'D105', 'D114', 'D115', 'D12', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D152', 'D154', 'D155', 'D159', 'D18', 'D2', 'D25', 'D3', 'D31', 'D33', 'D38', 'D39', 'D4', 'D5', 'D55', 'D56', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D84', 'D86', 'D92', 'D93', 'D94']","['D100', 'D101', 'D105', 'D114', 'D115', 'D12', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D154', 'D155', 'D159', 'D18', 'D2', 'D25', 'D3', 'D31', 'D33', 'D38', 'D39', 'D4', 'D5', 'D55', 'D56', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D84', 'D86', 'D92', 'D93', 'D94']"
6,B141,"['D154', 'D155']","['D151', 'D160', 'D97', 'D98']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D152', 'D154', 'D155', 'D159', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D152', 'D154', 'D155', 'D159', 'D16', 'D18', 'D2', 'D21', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D99']"
6,B142,['D158'],"['D1', 'D102', 'D103', 'D106', 'D107', 'D116', 'D117', 'D125', 'D126', 'D13', 'D130', 'D131', 'D137', 'D14', 'D140', 'D145', 'D146', 'D152', 'D153', 'D159', 'D19', 'D20', 'D27', 'D28', 'D34', 'D35', 'D40', 'D41', 'D49', 'D50', 'D57', 'D58', 'D67', 'D68', 'D77', 'D78', 'D8', 'D87', 'D88', 'D9', 'D95', 'D96']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D152', 'D154', 'D155', 'D156', 'D157', 'D159', 'D16', 'D18', 'D2', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D154', 'D155', 'D156', 'D157', 'D158', 'D16', 'D18', 'D2', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B143,[],[],"['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D154', 'D155', 'D156', 'D157', 'D158', 'D159', 'D16', 'D160', 'D161', 'D18', 'D2', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D154', 'D155', 'D156', 'D157', 'D158', 'D159', 'D16', 'D160', 'D161', 'D18', 'D2', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B144,[],[],"['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D154', 'D155', 'D156', 'D157', 'D158', 'D159', 'D16', 'D160', 'D161', 'D18', 'D2', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']","['D10', 'D100', 'D101', 'D104', 'D105', 'D114', 'D115', 'D118', 'D119', 'D12', 'D121', 'D122', 'D123', 'D124', 'D132', 'D135', 'D138', 'D141', 'D143', 'D144', 'D147', 'D15', 'D151', 'D154', 'D155', 'D156', 'D157', 'D158', 'D159', 'D16', 'D160', 'D161', 'D18', 'D2', 'D22', 'D23', 'D25', 'D29', 'D3', 'D31', 'D33', 'D36', 'D38', 'D39', 'D4', 'D42', 'D44', 'D48', 'D5', 'D55', 'D56', 'D59', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D81', 'D84', 'D86', 'D89', 'D90', 'D91', 'D92', 'D93', 'D94', 'D97', 'D98', 'D99']"
6,B145,['D159'],"['D1', 'D102', 'D103', 'D106', 'D107', 'D116', 'D117', 'D125', 'D126', 'D13', 'D130', 'D131', 'D137', 'D14', 'D140', 'D145', 'D146', 'D152', 'D153', 'D158', 'D19', 'D20', 'D27', 'D28', 'D34', 'D35', 'D40', 'D41', 'D49', 'D50', 'D57', 'D58', 'D67', 'D68', 'D77', 'D78', 'D8', 'D87', 'D88', 'D9', 'D95', 'D96']","['D100', 'D101', 'D105', 'D114', 'D115', 'D12', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D151', 'D157', 'D158', 'D159', 'D160', 'D161', 'D18', 'D2', 'D25', 'D3', 'D31', 'D33', 'D38', 'D39', 'D4', 'D5', 'D55', 'D56', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D84', 'D86', 'D92', 'D93', 'D94']","['D100', 'D101', 'D105', 'D114', 'D115', 'D12', 'D122', 'D123', 'D124', 'D135', 'D138', 'D141', 'D143', 'D144', 'D151', 'D157', 'D159', 'D160', 'D161', 'D18', 'D2', 'D25', 'D3', 'D31', 'D33', 'D38', 'D39', 'D4', 'D5', 'D55', 'D56', 'D6', 'D61', 'D63', 'D64', 'D65', 'D66', 'D74', 'D76', 'D84', 'D86', 'D92', 'D93', 'D94']"
